"personal_id","occupation1","age","p_mig","max_inc"
1860007,NA,81,0,NA
1860008,NA,0,0,NA
1860008,NA,1,0,NA
1860008,NA,2,0,NA
1860008,NA,3,0,NA
1860008,NA,4,0,NA
1860008,NA,5,0,NA
1860008,NA,6,0,NA
1860008,NA,7,0,NA
1860008,NA,8,0,NA
1860008,NA,9,0,NA
1860008,NA,10,0,NA
1860008,NA,11,0,NA
1860008,NA,12,0,NA
1860008,NA,13,0,NA
1860008,NA,14,0,NA
1860008,NA,15,0,NA
1860008,NA,16,0,NA
1860008,NA,17,0,NA
1860008,NA,18,0,NA
1860008,NA,19,0,NA
1860008,NA,20,0,NA
1860008,NA,21,0,NA
1860008,NA,22,0,NA
1860008,NA,23,0,NA
1860008,NA,24,0,NA
1860008,NA,25,0,NA
1860008,NA,26,0,NA
1860009,NA,0,1,NA
1860009,NA,1,0,NA
1860009,NA,2,0,NA
1860009,NA,3,0,NA
1860009,NA,4,0,NA
1860009,NA,5,0,NA
1860009,NA,6,0,NA
1860009,NA,7,0,NA
1860009,NA,8,0,NA
1860009,NA,9,0,NA
1860009,NA,10,0,NA
1860009,NA,11,0,NA
1860009,NA,12,0,NA
1860009,NA,13,0,NA
1860009,NA,14,0,NA
1860009,NA,15,0,NA
1860009,NA,16,0,NA
1860009,NA,17,0,NA
1860009,NA,18,0,NA
1860009,NA,19,0,NA
1860009,NA,20,0,NA
1860009,NA,21,0,NA
1860009,NA,22,0,NA
1860009,"inhyses",23,0,656.622192382812
1860009,"inhyses",24,0,656.622192382812
1860009,"inhyses",25,0,656.622192382812
1860009,"inhyses",26,0,656.622192382812
1860009,"inhyses",27,0,656.622192382812
1860009,"inhyses",28,0,656.622192382812
1860009,"inhyses",29,0,656.622192382812
1860009,"inhyses",30,0,656.622192382812
1860009,"inhyses",31,0,656.622192382812
1860009,"inhyses",32,0,656.622192382812
1860009,"inhyses",33,0,656.622192382812
1860009,"inhyses",34,0,656.622192382812
1860009,"inhyses",35,0,656.622192382812
1860009,"inhyses",36,0,656.622192382812
1860009,"gårdsägare",37,0,744.670288085938
1860009,"gårdsägare",38,0,744.670288085938
1860009,"gårdsägare",39,0,744.670288085938
1860009,"gårdsägare",40,0,744.670288085938
1860009,"gårdsägare",41,0,744.670288085938
1860009,"gårdsägare",42,0,744.670288085938
1860009,"gårdsägare",43,0,744.670288085938
1860009,"gårdsägare",44,0,744.670288085938
1860009,"gårdsägare",45,0,744.670288085938
1860009,"gårdsägare",46,0,744.670288085938
1860009,"gårdsägare",47,0,744.670288085938
1860009,"gårdsägare",48,0,744.670288085938
1860009,"gårdsägare",49,0,744.670288085938
1860009,"gårdsägare",50,0,744.670288085938
1860009,"gårdsägare",51,0,744.670288085938
